,Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina,Provincia,Ámbito
5413,Universidad de Morón,"Facultad de Arquitectura, Diseño, Arte y Urbanismo",Técnico Universitario en Seguridad Vial y Transporte,Título Intermedio,3 Años,Consulte con la Institución,Machado 854 - Moron - Buenos Aires ,(0011) 56272000,www.unimoron.edu.ar ,infocarreras@unimoron.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Privado
5414,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,Ingeniero en Transporte,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Av. San Martín 2002 - Florencio Varela - Buenos Aires ,(0011) 50879300,http://www.unaj.edu.ar/ ,info@unaj.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5415,Universidad Nacional de Cuyo,Facultad de Ciencias Económicas - Delegación Zona Este,Licenciado en Logística,Grado,4 Años,Consulte con la Institución,Municipio de Junín Sin nro. - San Martin - Mendoza ,(00261) 4432041, ,fcemail.uncuyo.edu.ar,Otras Ciencias Aplicadas,Mendoza,Público
5416,Universidad Nacional de Cuyo,Instituto Tecnológico Universitario (Sede Luján de Cuyo),Técnico Universitario en Logística y Transporte,Técnico Instrumental,2.3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Almirante Brown 500 - Lujan De Cuyo - Mendoza ,(00261) 4963986,www.uncu.edu.ar ,itulujan@imsapt1.com.ar,Otras Ciencias Aplicadas,Mendoza,Público
5417,Universidad Nacional de Cuyo,Instituto Tecnológico Universitario (Sede San Rafael),Técnico Universitario en Logística y Transporte,Técnico Instrumental,5 Cuatrimestres,Consulte con la Institución,Bernardo de Irigoyen 343 - San Rafael - Mendoza ,(002627) 426151,www.uncu.edu.ar ,itu_sr@yahoo.com.ar,Otras Ciencias Aplicadas,Mendoza,Público
5418,Universidad Nacional de Entre Ríos,Facultad de Ingeniería,Ingeniero en Transporte,Grado,5 Años,Ingreso Directo,Ruta Pcial.11Km.10 S/N - Oro Verde - Entre Ríos ,(00343) 4975077,http://www.bioingenieria.edu.ar ,contacto@bioingenieria.edu.ar,Otras Ciencias Aplicadas,Entre Ríos,Público
5419,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,Licenciado en Planificación Logística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,ddpyt@unla.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5420,Universidad Nacional del Centro de la Provincia de Buenos Aires,Unidad de Enseñanza Universitaria Quequén,Licenciado en Logística Integral,Grado,4 Años,Ingreso Directo,Calle 508 881 - Quequen - Buenos Aires ,(002262) 451499,http://www.quequen.unicen.edu.ar ,alumnos@quequen.unicen.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5421,Universidad Nacional del Centro de la Provincia de Buenos Aires,Unidad de Enseñanza Universitaria Quequén,Técnico Universitario en Logística Integral,Título Intermedio,3 Años,Ingreso Directo,Calle 508 881 - Quequen - Buenos Aires ,(002262) 451499,http://www.quequen.unicen.edu.ar ,alumnos@quequen.unicen.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5422,Universidad Nacional de San Martín,Instituto del Transporte,Ingeniero en Transporte,Grado,11 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,(0011) 40061500,www.unsam.edu.ar ,itransporte@unsam.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5423,Universidad Nacional de Tres de Febrero,Secretaría Académica,Licenciado en Logística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Valentín Gómez 4828/38 - 3 De Febrero - Buenos Aires ,(0011) 45755012,http://www.untref.edu.ar/ ,alumnos@untref.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5424,Universidad Nacional de Villa Mercedes,Escuela de Gestion de Empresas y Economia,Licenciado en Logística,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Las Heras 383 - Villa Mercedes - San Luis ,(002657) 422154,www.unvime.edu.ar ,mvguman@gmail.com,Otras Ciencias Aplicadas,San Luis,Público
5425,Universidad Nacional de Villa Mercedes,Escuela de Gestion de Empresas y Economia,Técnico Universitario en Logística,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Las Heras 383 - Villa Mercedes - San Luis ,(002657) 422154,www.unvime.edu.ar ,mvguman@gmail.com,Otras Ciencias Aplicadas,San Luis,Público
5426,Universidad Provincial de Ezeiza,Departamento de Desarrollo Tecnológico,Licenciado en Logística,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alfonsina Storni 41 - Ezeiza - Buenos Aires ,(0011) 44800428,www.upe.edu.ar ,dtecnologico@upe.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5427,Universidad Provincial de Ezeiza,Departamento de Desarrollo Tecnológico,Técnico Universitario en Logística,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alfonsina Storni 41 - Ezeiza - Buenos Aires ,(0011) 44800428,www.upe.edu.ar ,dtecnologico@upe.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5428,Universidad Tecnológica Nacional,Facultad Regional Delta,Técnico Superior en Logística,Técnico Instrumental,2.5 Años,Consulte con la Institución,San Martín 1171 - Campana - Buenos Aires ,(003489) 420400,www.frd.utn.edu.ar ,prensa@frd.utn.edu.ar,Otras Ciencias Aplicadas,Buenos Aires,Público
5429,Instituto Universitario de Gendarmería Nacional,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Licenciado en Criminalística - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Entrevista de Admisión,Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51693381,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5430,Instituto Universitario de Gendarmería Nacional,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Licenciado en Seguridad Pública - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Entrevista de Admisión,Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51693381,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5431,Instituto Universitario de Gendarmería Nacional,"Unidad Académica de Pregrado Escuela de Suboficiales de Gendarmería ""Cabo Raúl Remberto Cuello""",Técnico Universitario en Seguridad Pública y Ciudadana con orientación en Criminalística,Otros Pregrados,3 Años,Consulte con la Institución,AV. 28 DE JULIO 1635 - Jesus Maria - Córdoba ,(00352) 5401964,http://gendarmeria.gob.ar/educacion-e-institutos/ ,agr.acad.cuello@iugna.edu.ar,Otras Ciencias Sociales,Córodoba,Público
5432,Instituto Universitario de Gendarmería Nacional,"Unidad Académica de Pregrado Escuela de Suboficiales de Gendarmería ""Cabo Raúl Remberto Cuello""",Técnico Universitario en Seguridad Pública y Ciudadana con orientación en Seguridad Vial,Otros Pregrados,3 Años,Consulte con la Institución,AV. 28 DE JULIO 1635 - Jesus Maria - Córdoba ,(00352) 5401964,http://gendarmeria.gob.ar/educacion-e-institutos/ ,agr.acad.cuello@iugna.edu.ar,Otras Ciencias Sociales,Córodoba,Público
5433,Instituto Universitario de Gendarmería Nacional,"Unidad Académica de Pregrado Escuela de Suboficiales de Gendarmería ""Cabo Raúl Remberto Cuello""",Técnico Universitario en Seguridad Pública y Ciudadana orientada a la Investigación Criminal,Otros Pregrados,3 Años,Consulte con la Institución,AV. 28 DE JULIO 1635 - Jesus Maria - Córdoba ,(00352) 5401964,http://gendarmeria.gob.ar/educacion-e-institutos/ ,agr.acad.cuello@iugna.edu.ar,Otras Ciencias Sociales,Córodoba,Público
5434,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Licenciado en Criminalística,Grado,4 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Buenos Aires,Público
5435,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Licenciado en Seguridad Pública,Grado,4 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Buenos Aires,Público
5436,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Técnico Universitario en Criminalística,Título Intermedio,3 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Buenos Aires,Público
5437,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Técnico Universitario en Seguridad Pública,Título Intermedio,3 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Otras Ciencias Sociales,Buenos Aires,Público
5438,Instituto Universitario de la Policía Federal Argentina,Escuela de Cadetes Comisario General Juan Ángel Pirker,Técnico Universitario en Seguridad Pública y Ciudadana con orientación en Siniestros,Otros Pregrados,3 Años,Consulte con la Institución,Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43705800,www.iupfa.edu.ar ,inscripciones@escueladecadetespfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5439,Instituto Universitario de la Policía Federal Argentina,Escuela de Cadetes Comisario General Juan Ángel Pirker,Técnico Universitario en Seguridad Pública y Ciudadana con orientación en Tecnologías de la Información y Comunicaciones Policiales,Otros Pregrados,3 Años,Consulte con la Institución,Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43705800,www.iupfa.edu.ar ,inscripciones@escueladecadetespfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5440,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Calígrafo Público Nacional,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5441,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado/a en Investigación Criminal - Modalidad a Distancia - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5442,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Accidentología y Prevención Vial,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5443,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Criminalística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5444,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Gestión de Siniestros,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5445,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Gestión de Siniestros - Ciclo de Complementación Curricular - MD,Ciclo de Complementación Curricular,2 Años,Consulte con la Institución,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5446,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Seguridad Ciudadana,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5447,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Seguridad Ciudadana - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5448,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Licenciado en Tecnologías de la Información y Comunicaciones para Seguridad Pública-Ciclo de Comp Curricular-MD,Ciclo de Complementación Curricular,2 Años,Consulte con la Institución,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5449,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Perito en Papiloscopía,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5450,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Técnico en Accidentología Vial,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5451,Instituto Universitario de la Policía Federal Argentina,Unidad Académica de Formación de Grado,Técnico Universitario en Balística y Armas Portátiles,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49055000,www.iupfa.edu.ar ,informes@iupfa.edu.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5452,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Licenciado en Accidentología Vial,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5453,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Licenciado en Criminalística,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5454,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Técnico en Accidentología Vial,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5455,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Técnico en Balística,Técnico Instrumental,3 Años,Asistencia a Curso de Ingreso o Nivelación,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5456,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Técnico en Papiloscopía,Técnico Instrumental,3 Años,Asistencia a Curso de Ingreso o Nivelación,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5457,Universidad Autónoma de Entre Ríos,Facultad de Ciencia y Tecnología. Sede Paraná,Técnico en Seguridad Pública,Título Intermedio,3 Años,Consulte con la Institución,Cura Alvarez 774 - Paraná - Entre Ríos ,(00343) 4211537, ,fcytuader@gigared.com,Otras Ciencias Sociales,Entre Ríos,Público
5458,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,Licenciado en Gestión de la Seguridad - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Donato Álvarez 380 - Córdoba - Córdoba ,(00351) 4144444,http://www.ubp.edu.ar/ ,informes@ubp.edu.ar,Otras Ciencias Sociales,Córodoba,Privado
5459,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,Licenciado en Seguridad - MD,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Donato Álvarez 380 - Córdoba - Córdoba ,(00351) 4144444,http://www.ubp.edu.ar/ ,informes@ubp.edu.ar,Otras Ciencias Sociales,Córodoba,Privado
5460,Universidad Católica de Cuyo,Escuela de Seguridad,Licenciado en Seguridad Ciudadana,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. José Ignacio de la Roza 1516 (o) - San Juan - San Juan ,(00264) 4292300,www.uccuyo.edu.ar ,secadmin-seguridad@uccuyo.edu.ar,Otras Ciencias Sociales,San Juan,Privado
5461,Universidad Católica de Cuyo,Escuela de Seguridad,Licenciado en Seguridad Ciudadana - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Ingreso Directo,Avda. José Ignacio de la Roza 1516 (o) - San Juan - San Juan ,(00264) 4292300,www.uccuyo.edu.ar ,secadmin-seguridad@uccuyo.edu.ar,Otras Ciencias Sociales,San Juan,Privado
5462,Universidad Católica de La Plata,Facultad de Derecho y Ciencias Políticas,Licenciado en Criminalística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,57 936 - La Plata - Buenos Aires ,(0221) 4393100,www.ucalp.edu.ar ,secretariaderecho@ucalp.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5463,Universidad Católica de La Plata,Facultad de Derecho y Ciencias Políticas,Técnico Universitario en Criminalística,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,57 936 - La Plata - Buenos Aires ,(0221) 4393100,www.ucalp.edu.ar ,secretariaderecho@ucalp.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5464,Universidad Católica de Salta,Facultad de Ciencias Jurídicas,Licenciado en Criminalística,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n - Salta - Salta ,(00387) 4268513,http://www.ucasal.net ,cienciasjuridicas@ucasal.edu.ar,Otras Ciencias Sociales,Salta,Privado
5465,Universidad Católica de Salta,Facultad de Ciencias Jurídicas,Perito en Inspecciones Oculares y Dactiloscopia,Título Intermedio,2 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n - Salta - Salta ,(00387) 4268513,http://www.ucasal.net ,cienciasjuridicas@ucasal.edu.ar,Otras Ciencias Sociales,Salta,Privado
5466,Universidad de Buenos Aires,Facultad de Derecho,Calígrafo Público,Otros Pregrados,3 Años,Ingreso Directo,Av.Pte.F.Alcorta 2263 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.derecho.uba.ar ,estudiantes@derecho.uba.ar,Otras Ciencias Sociales,Ciudad Autonoma de Buenos Aires,Público
5467,Universidad del Aconcagua,Facultad de Psicología,Licenciado en Criminalística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Catamarca 361 - Mendoza - Mendoza ,(00261) 5201643,www.uda.edu.ar ,fpsico-sec@uda.edu.ar,Otras Ciencias Sociales,Mendoza,Privado
5468,Universidad del Aconcagua,Facultad de Psicología,Licenciado en Seguridad Ciudadana - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Catamarca 361 - Mendoza - Mendoza ,(00261) 5201643,www.uda.edu.ar ,fpsico-sec@uda.edu.ar,Otras Ciencias Sociales,Mendoza,Privado
5469,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Archivología - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,3 Semestres,Consulte con la Institución,Gascón 3145 - Mar Del Plata - Buenos Aires ,(00223) 4990440,http://www.ufasta.edu.ar/ ,juridicas@ufasta.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5470,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Criminalística,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Gascón 3145 - Mar Del Plata - Buenos Aires ,(00223) 4990440,http://www.ufasta.edu.ar/ ,juridicas@ufasta.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5471,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Seguridad Ciudadana - Modalidad a distancia - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,4 Semestres,Consulte con la Institución,Gascón 3145 - Mar Del Plata - Buenos Aires ,(00223) 4990440,http://www.ufasta.edu.ar/ ,juridicas@ufasta.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5472,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ciencias Jurídicas y Sociales,Técnico Universitario en Criminalística,Título Intermedio,2 Años,Consulte con la Institución,Gascón 3145 - Mar Del Plata - Buenos Aires ,(00223) 4990440,http://www.ufasta.edu.ar/ ,juridicas@ufasta.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5473,Universidad de Morón,"Facultad de Derecho, Ciencias Políticas y Sociales",Licenciado en Criminalística,Grado,8 Cuatrimestres,Consulte con la Institución,Machado 854 - Moron - Buenos Aires ,(0011) 56272000,www.unimoron.edu.ar ,infocarreras@unimoron.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5474,Universidad de Morón,"Facultad de Derecho, Ciencias Políticas y Sociales",Técnico Universitario en Criminalística,Título Intermedio,5 Cuatrimestres,Consulte con la Institución,Machado 854 - Moron - Buenos Aires ,(0011) 56272000,www.unimoron.edu.ar ,infocarreras@unimoron.edu.ar,Otras Ciencias Sociales,Buenos Aires,Privado
5475,Universidad Nacional Arturo Jauretche,Instituto de Ciencias de la Salud,Técnico Universitario en Emergencias Sanitarias y Desastres,Otros Pregrados,2.5 Años,Consulte con la Institución,Av San Martín 2002 - Florencio Varela - Buenos Aires ,(0011) 50879323,http://www.unaj.edu.ar/ ,info@unaj.edu.ar,Otras Ciencias Sociales,Buenos Aires,Público
5476,Universidad Nacional de Catamarca,Facultad de Derecho,Perito en Ciencias Criminalísticas,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Maximo Victoria 55 - San Fernando del Valle de Catamarca - Catamarca ,(003834) 4421453,http://www.unca.edu.ar/ ,academica@derecho.unca.edu.ar,Otras Ciencias Sociales,Catamarca,Público
5477,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Delegación Junín,Técnico Universitario en Seguridad Pública,Otros Pregrados,2 Años,Asistencia a Curso de Ingreso o Nivelación,Calle 25 de Mayo 597 - Junin - Mendoza ,(00261) 4135007,www.uncu.edu.ar ,root@raiz.uncu.edu.ar,Otras Ciencias Sociales,Mendoza,Público
5478,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Delegación San Rafael,Licenciado en Seguridad Pública,Grado,4 Años,Consulte con la Institución,Coronel Suarez 900 - San Rafael - Mendoza ,(00261) 4270836,www.iusp.uncu.edu.ar ,iuspsur@mendoza.gov.ar,Otras Ciencias Sociales,Mendoza,Público
5479,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Delegación San Rafael,Técnico Universitario en Seguridad Pública,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Coronel Suarez 900 - San Rafael - Mendoza ,(00261) 4270836,www.iusp.uncu.edu.ar ,iuspsur@mendoza.gov.ar,Otras Ciencias Sociales,Mendoza,Público
5480,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Sede Central,Licenciado en Seguridad Pública,Grado,4 Años,Consulte con la Institución,Montes de Oca y Einstein Sin nro. - Godoy Cruz - Mendoza ,(00261) 413500,www.iusp.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,Otras Ciencias Sociales,Mendoza,Público
5481,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Sede Central,Técnico Universitario en Seguridad Pública,Otros Pregrados,2 Años,Consulte con la Institución,Montes de Oca y Einstein Sin nro. - Godoy Cruz - Mendoza ,(00261) 413500,www.iusp.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,Otras Ciencias Sociales,Mendoza,Público
5482,Universidad Nacional de Cuyo,Instituto Universitario de Seguridad Pública - Sede Valle de Uco,Técnico Universitario en Seguridad Pública,Otros Pregrados,2 Años,Consulte con la Institución,Ejército de Los Andes y Bruno Villegas Sin nro. - San Carlos - Mendoza ,(002622) 471152, ,iusp@uncuyo.edu.ar,Otras Ciencias Sociales,Mendoza,Público
5483,Universidad Nacional de Lanús,Departamento de Planificación y Políticas Públicas,Licenciado en Seguridad Ciudadana,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,dppp@unla.edu.ar,Otras Ciencias Sociales,Buenos Aires,Público
5484,Universidad Nacional de Lanús,Departamento de Planificación y Políticas Públicas,Licenciado en Seguridad Ciudadana - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Ingreso Directo,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,dppp@unla.edu.ar,Otras Ciencias Sociales,Buenos Aires,Público
