clave provincial,cue,anexo,sede/axo/ext,region educativa,area,nombre establecimiento,dirección calle,dirección nro.,partido,característica telefónica,teléfono,código postal,email,paraje,localidad,distrito,tipo organización,ubicación,sector de gestión,dependencia,subvención,modalidad,nivel,matrícula RA2017,latitud,longitud,Matricula est 5to
4083MS4570,606504,0,SEDE,11,INTERIOR,INSTITUTO ALMAFUERTE,HIPOLITO YRIGOYEN,890,Pilar,230,442-0967,1629,ALMAFUERTEPILAR@TELERED.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,568.0,-34.458386,-58.917181,76.0
4083MS4571,613753,0,SEDE,11,INTERIOR,INSTITUTO MADRE DEL DIVINO PASTOR,AV.TRATADO DEL PILAR,250,Pilar,230,442-8944,1629,IMDP_SECUNDARIA@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,419.0,-34.450694,-58.90671,56.0
4083MS4572,604049,0,SEDE,11,INTERIOR,INSTITUTO NUESTRA SEÑORA DEL PILAR,BELGRANO,556,Pilar,230,442-9521,1629,SEC_POL_PARROQUIAL@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 80%,Educación Común,Nivel Secundario,347.0,-34.458018,-58.913791,46.0
4083MS5040,606509,0,SEDE,11,INTERIOR,INSTITUTO MODELO DE PILAR,HIPOLITO YRIGOYEN,757,Pilar,230,442-7468,1629,SECUNDARIA@MODELOPILAR.EDU.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,..,Educación Común,Nivel Secundario,179.0,-34.457697,-58.915721,24.0
4083MS5322,600996,0,SEDE,11,INTERIOR,ESCUELA SANTA MARIA,CHAMPAGNAT,1415,Pilar,230,443-4191,1629,SECUNDARIA@COLEGIOSANTAMARIA.COM.AR,LA LOMITA,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,315.0,-34.439505,-58.925359,42.0
4083MS5767,615507,0,SEDE,11,INTERIOR,COLEGIO INTERNACIONAL DEL NORTE,"RUTA 8 KM. 61,5",,Pilar,230,449-1208,1633,,,FATIMA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,104.0,-34.431191,-59.006371,14.0
4083MS6023,615940,0,SEDE,11,INTERIOR,COLEGIO COLINAS DEL NORTE,VIVALDI E/COLINAS DEL NORTE Y CAAMAÑO,S/N,Pilar,230,466-6008,1629,SECRETARIA@COLEGIONORTHHILLS.COM.AR,LOS LAGARTOS,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,256.0,-34.433872,-58.83272,34.0
4083MS6399,616312,0,SEDE,11,INTERIOR,COLEGIO SAN MATEO NORTE,CAAMAÑO,493,Pilar,230,469-3600,1631,MIDDLE.SENIOR@SMCN.EDU.AR,,VILLA ROSA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,522.0,-34.420984,-58.842362,70.0
4083MS6401,620959,0,SEDE,11,INTERIOR,ESCUELA SAN JUAN,PANAMERICANA Y CHACABUCO,S/N,Pilar,230,466-6667,,SASPILAR@STJOHNS.EDU.AR,,VILLA ROSA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,433.0,-34.443826,-58.857143,58.0
4083MS6877,619430,0,SEDE,11,INTERIOR,COLEGIO INMACULADA CONCEPCION,PORTUGAL Y PEDRO NIETO.,3598,Pilar,348,446-8078,1620,SECUNDARIOINMACULADACONCEPCION@GMAIL.COM,LUIS LAGOMARSINO,MAQUINISTA SAVIO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,504.0,-34.409762,-58.77829,68.0
4083MS6886,619976,0,SEDE,11,INTERIOR,COLEGIO TORRES DE LADRILLO,FLORIDA,8701,Pilar,2320,47-3080,1669,INFO@BRICKTOWERS.NET,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,430.0,-34.439231,-58.814416,58.0
4083MS7294,619985,0,SEDE,11,INTERIOR,COLEGIO SECUNDARIO DEL VISO,KOCH ESQ.MAZA,1639,Pilar,2320,47-1727/0189,1669,COLEDELVI@TELVISO.COM.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,333.0,-34.462191,-58.790001,45.0
4083MS7353,616685,0,SEDE,11,INTERIOR,COLEGIO NORBRIDGE,LAS AZUCENAS E/LAS AMAPOLAS Y LOS MALV,3769,Pilar,2320,479779/478678,1669,NORBRIDGE_COLEGIO@YAHOO.COM.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,171.0,-34.433718,-58.793084,23.0
4083MS7468,620371,0,SEDE,11,INTERIOR,COLEGIO SANTA MARIA DE LAS LOMAS,RUTA 25 Y CAAMAÑO,S/N,Pilar,230,445-8181,1629,SECUNDARIA.SP@STMARY.EDU.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,235.0,-34.420015,-58.842901,31.0
4083MS7646,623359,0,SEDE,11,INTERIOR,INSTITUTO DE PROMOCIÓN EDUCATIVA DEL ADULTO,QUESADA Y EX RUTA 8 KM 47,,Pilar,,,1629,,,LA LONJA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Modalidad de Jóvenes y Adultos,Nivel Medio,20.0,-34.454623,-58.838628,3.0
4083MS7896,620960,0,SEDE,11,INTERIOR,COLEGIO ARGENTINO ALMIRANTE BROWN,sanguinetti,1210,Pilar,230,443-1078,1629,A_BROWN@SPEEDY.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,123.0,-34.460859,-58.899865,16.0
4083MS7898,606883,0,SEDE,11,INTERIOR,COLEGIO LATINOAMERICA,CHACABUCO,1373,Pilar,230,448-5663,1629,COLEGIOLATINOAMERICA@YAHOO.COM.AR,,PRESIDENTE DERQUI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,206.0,-34.486197,-58.84194,28.0
4083MS7899,616815,0,SEDE,11,INTERIOR,COLEGIO SOLAR DEL PILAR,COTAGAITA,272,Pilar,230,443-3376,1629,POLIMODALSOLAR@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,205.0,-34.445403,-58.886973,27.0
4083MS7900,620836,0,SEDE,11,INTERIOR,COLEGIO NUESTRA SEÑORA DE LUJAN,MARIA CABEZAS,1143,Pilar,230,442-2970,1629,COLEGIONSDELUJAN@SPEEDY.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,490.0,-34.466668,-58.915999,66.0
4083MS7901,621776,0,SEDE,11,INTERIOR,ESCUELA ARGENTINA DEL FUTURO,SARA MAQUEDA,481,Pilar,2320,47-5410,1669,INFO@ESCUELAARGENTINA.COM.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,180.0,-34.454933,-58.797688,24.0
4083MS7902,611837,0,SEDE,11,INTERIOR,ESCUELA COMPLEJO EVANGELICO PILAR,AVDA. HONORIO PUEYRREDON,2775,Pilar,230,449-8441,1629,SECUNDARIO@ECEP.EDU.AR,,VILLA ROSA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,255.0,-34.429364,-58.88237,34.0
4083MS7903,617118,0,SEDE,11,INTERIOR,INSTITUTO ATLETICO PILAR - ATALIVA BLANCO,RUTA 8 KM 52.500,,Pilar,230,442-3546,1629,SECLUJAN@GMAIL.COM,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,215.0,-34.452862,-58.892692,29.0
4083MS7904,617119,0,SEDE,11,INTERIOR,COLEGIO LINCOLN,AV. PATRICIAS ARGENTINAS Y F. DIAZ,2100,Pilar,348,462-0020,1619,CAMPUS_LINCOLN@YAHOO.COM.AR,,TORTUGUITAS,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,162.0,-34.419242,-58.770085,22.0
4083MS7905,621234,0,SEDE,11,INTERIOR,INSTITUTO EDUCATIVO DAILAN,BENITO LYNCH,2650,Pilar,2320,49-7292,,SECUNDARIA@DAILANKFEISO.COM,,TORTUGUITAS,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,108.0,-34.448157,-58.756968,14.0
4083MS7906,620370,0,SEDE,11,INTERIOR,COLEGIO LOS ROBLES,RUTA 8 KM.57.500,,Pilar,230,44-9555,1629,SECRETARIASECUNDARIA@LOSROBLESPILAR.ESC.EDU.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,410.0,-34.464072,-58.960525,55.0
4083MS7908,620704,0,SEDE,11,INTERIOR,INSTITUTO SECUNDARIO CLUB PRESIDENTE DERQUI,EVA PERON,7908,Pilar,230,448-3937,1635,INFO@SECUNDARIAPTEDERQUI.EDU.AR,,PRESIDENTE DERQUI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,302.0,-34.492088,-58.83717,40.0
4083MS7921,617056,0,SEDE,11,INTERIOR,INDEPENDENCIA DEL PILAR,INDEPENDENCIA,965,Pilar,230,443-0096,1629,COLEGIOARCOIRISDELPILAR@HOTMAIL.COM,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,155.0,-34.460193,-58.918784,21.0
4083MS7925,620961,0,SEDE,11,INTERIOR,COLEGIO SECUNDARIO ANTONIO TORO,PUERTO RICO Y RIO IV,S/N,Pilar,230,448-5039,1635,COLSECAT@HOTMAIL.COM,,PRESIDENTE DERQUI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,363.0,-34.497413,-58.851932,49.0
4083MS8036,622412,0,SEDE,11,INTERIOR,NUESTRA SEÑORA DE LA PAZ,DR. BERNARDO HOUSSAY,767,Pilar,230,443-5668,,NSPSECUNDARIA@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,160.0,-34.442775,-58.908354,21.0
4083MS8037,622414,0,SEDE,11,INTERIOR,INSTITUTO SANTA ROSA DE LIMA,CARLOS PELLEGRINI,190,Pilar,230,449-5344,1631,DIRECCIONSECUNDARIASANTAROSA@GMAIL.COM,,VILLA ROSA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,331.0,-34.49575,-58.831632,44.0
4083MS8047,622440,0,SEDE,11,INTERIOR,COLEGIO COLINA DE ROBLE DE PILAR,AVENIDA PATRICIAS ARGENTINAS,3250,Pilar,348,463-9099,,OAKHILLPILAR@TELVISO.COM.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,393.0,-34.430668,-58.7583,53.0
4083MS8061,620553,0,SEDE,11,INTERIOR,ESCUELA COMUNITARIA DE VILLA ASTOLFI,RECONQUISTA,450,Pilar,2304,443-1137,,ESCUELACOMUNITARIA@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,218.0,-34.479862,-58.87934,29.0
4083MS8078,621916,0,SEDE,11,INTERIOR,COLEGIO SAN JOSE,TRES DE FEBRERO Y MIGUEL CANE,S/N,Pilar,230,442-7333,1629,DIRECCIONSECUNDARIA.SANJOSE@GMAIL.COM,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,235.0,-34.460704,-58.896838,31.0
4083MS8091,622690,0,SEDE,11,INTERIOR,SECUNDARIO SAN JERONIMO,HIPOLITO VIEYTES,6858,Pilar,2320,47-9870,1669,SANJERONIMO@HOTMAIL.COM,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,152.0,-34.455655,-58.799926,20.0
4083MS8109,622523,0,SEDE,11,INTERIOR,INSTITUTO PARROQUIAL SAN MARTIN DE PORRES,MIRAMAR Y RIO IV,S/N,Pilar,2320,47-3820,,SECUNDARIOPORRES@HOTMAIL.COM,,MANUEL ALBERTI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,198.0,-34.441486,-58.757576,27.0
4083MS8112,621099,0,SEDE,11,INTERIOR,COLEGIO FUNDACION CRISTIANA,FORMOSA,1642,Pilar,2320,47-8534,1667,COLEGIOFUNDACIONCRISTIANA@YAHOO.COM.AR,,MANUEL ALBERTI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,183.0,-34.452297,-58.774669,25.0
4083MS8125,620107,0,SEDE,11,INTERIOR,INSTITUTO FEDERICO G. DICKENS,AVENIDA MADERO,2076,Pilar,2320,47-3764,1669,DICKENSECUNDARIO@GMAIL.COM,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,329.0,-34.456884,-58.80467,44.0
4083MS8196,622964,0,SEDE,11,INTERIOR,INSTITUTO MANUEL BELGRANO,DORREGO,942,Pilar,230,48-5804,,INSTITUTOMANUELBELGRANO@YAHOO.COM.AR,,PRESIDENTE DERQUI,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,171.0,-34.490233,-58.84403,23.0
4083MS8200,621765,0,SEDE,11,INTERIOR,INSTITUTO GABRIELE D`ANNUNZIO,EL HORNERO,2680,Pilar,230,4470295,,DANNUNZIOES@YAHOO.COM.AR,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,289.0,-34.460147,-58.843165,39.0
4083MS8262,620962,0,SEDE,11,INTERIOR,COLEGIO DIVINA PALABRA,LAS CALENDULAS,2600,Pilar,2320,40-7076,1669,LEGALES@GODSPELL.ORG.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,302.0,-34.427881,-58.766501,40.0
4083MS8429,622497,0,SEDE,11,INTERIOR,COLEGIO MANO AMIGA SANTA MARIA,RUTA 8 KM 64.500 y de la Yunta,S/N,Pilar,230,449-9967,1633,ALEJANDRARUZZO@HOTMAIL.COM,,FATIMA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,191.0,-34.425116,-59.027973,26.0
4083MS9001,623112,0,SEDE,11,INTERIOR,COLEGIO LUCERO NORTE,EL CARDENAL ESQ. LOS GORRIONES,992,Pilar,230,437-4881,1629,DIECCION_SECRETARIO@LUCERONORTE.COM,,PILAR,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,90.0,-34.470069,-58.855269,12.0
4083MS9029,622037,0,SEDE,11,INTERIOR,ESCUELA MIGUEL DE CERVANTES SAAVEDRA,INDEPENDENCIA,6738,Pilar,2320,47-5550,1669,CERVANTESAAVEDRA@YAHOO.COM.AR,,DEL VISO,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,206.0,-34.45436,-58.793027,28.0
4083MS9031,622962,0,SEDE,11,INTERIOR,COLEGIO MAGNO - NIVEL SECUNDARIO,CHUBUT,2005,Pilar,230,449-4703,,INFO@MAGNOCOLLEGE.COM.AR,,VILLA ROSA,Pilar,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,58.0,-34.429143,-58.88327,8.0
4084MS4574,606712,0,SEDE,23,INTERIOR,INSTITUTO SAN ANTONIO,SARMIENTO,760,Puan,2924,41-0046,8183,ISA9DEJULIO@YAHOO.COM.AR,,DARREGUEIRA,Puan,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,100.0,-37.691651,-63.151067,13.0
4084MS4575,604644,0,SEDE,23,INTERIOR,INSTITUTO GENERAL SAN MARTIN,SAN MARTIN,164,Puan,2924,42-0113,8183,IGSM@DARREGUEIRA.COM.AR,,DARREGUEIRA,Puan,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,127.0,-37.688218,-63.161531,17.0
4084MS4576,609017,0,SEDE,23,INTERIOR,INSTITUTO ALMAFUERTE,MORENO,580,Puan,2923,48-9009,8180,ALMAFUERTE@PUAN.COM.AR,,PUAN,Puan,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,121.0,-37.547633,-62.769509,16.0
4084MS4580,602992,0,SEDE,23,INTERIOR,INSTITUTO MARIA SUSANA,AV.SAN MARTIN,559,Puan,2923,48-8580,8180,INSTITUTOMARIASUSANA1951@YAHOO.COM.AR,,PUAN,Puan,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,64.0,-37.547391,-62.767905,9.0
4085MS2689,606620,0,SEDE,4,CONURBANO,INSTITUTO SAN GABRIEL,877,4728,Quilmes,11,4200-6977,1881,ISAN_GABRIEL@YAHOO.COM.AR,,VILLA LA FLORIDA,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,362.0,-34.771684,-58.290731,48.0
4085MS4582,603976,0,SEDE,4,CONURBANO,INSTITUTO JOSE MANUEL ESTRADA,892 E 841 Y 840,4051,Quilmes,11,4212-0757,1881,FUNDACIONESTRADA@GMAIL.COM,,SAN FRANCISCO SOLANO,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 80%,Educación Común,Nivel Secundario,855.0,-34.775172,-58.30855,115.0
4085MS4583,610390,0,SEDE,4,CONURBANO,INSTITUTO AUSONIA,CONESA,319,Quilmes,11,4253-0578,1878,AUSONIACULTURA@SINECTIS.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,378.0,-34.717105,-58.257821,51.0
4085MS4586,610389,0,SEDE,4,CONURBANO,INSTITUTO CULTURAL MANCEDO,ALVEAR,462,Quilmes,11,4253-1150,1878,SECUNDARY@MIDLANDSCOLLEGE.EDU.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,177.0,-34.719068,-58.256828,24.0
4085MS4587,603995,0,SEDE,4,CONURBANO,INSTITUTO MARIA AUXILIADORA,PRINGLES,604,Quilmes,11,4252-6286,1876,MARIAAUXIBERNAL@YAHOO.COM.AR,,BERNAL,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 80%,Educación Común,Nivel Secundario,226.0,-34.709359,-58.284952,30.0
4085MS4589,609399,0,SEDE,4,CONURBANO,INSTITUTO SAN JOSE,AV.MITRE,460,Quilmes,11,4253-0151,1878,SANJOSEINSTITUTO@YAHOO.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 70%,Educación Común,Nivel Secundario,613.0,-34.718711,-58.255787,82.0
4085MS4592,603996,0,SEDE,4,CONURBANO,INSTITUTO EDUARDO L. HOLMBERG,SARMIENTO,679,Quilmes,11,4254-8583,1878,SECETARIASECUNDARIAS@COLEGIO.HAMBERG.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,365.0,-34.721918,-58.253044,49.0
4085MS4593,604101,0,SEDE,4,CONURBANO,INSTITUTO MONSEÑOR NICOLAS ESANDI,BELGRANO,280,Quilmes,11,4252-0046,1876,INSTITUTOESANDI@GMAIL.COM,,BERNAL,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 80%,Educación Común,Nivel Secundario,601.0,-34.71261,-58.278997,81.0
4085MS4594,610387,0,SEDE,4,CONURBANO,INSTITUTO MANUEL BELGRANO,RIVADAVIA,459,Quilmes,11,4253-0123,1878,INFO@QHS.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,295.0,-34.719806,-58.252339,40.0
4085MS4595,607480,0,SEDE,4,CONURBANO,INSTITUTO EUGENIO PACELLI,JUAN CRUZ VARELA,271,Quilmes,11,4253-7998,1878,SECUNDARIOPACELLI@GMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,445.0,-34.739017,-58.240489,60.0
4085MS4596,610329,0,SEDE,4,CONURBANO,INSTITUTO MANUEL BELGRANO,JUAN B JUSTO,3761,Quilmes,11,4250-2713,1879,BELGRANO_VIGIL@YAHOO.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,835.0,-34.757145,-58.276956,112.0
4085MS4597,611066,0,SEDE,4,CONURBANO,INSTITUTO MARIANO ACOSTA,AGUSTIN ALVAREZ,64,Quilmes,11,4252-6341,1876,EMMAPOLIMODAL@YAHOO.COM.AR,,DON BOSCO,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,108.0,-34.702396,-58.29418,14.0
4085MS4608,607684,0,SEDE,4,CONURBANO,COLEGIO PRIVADO BERNAL,LAVALLE,142,Quilmes,11,4259-4178,1876,COLPRIBERNAL@GMAIL.COM,,BERNAL,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 60%,Educación Común,Nivel Secundario,234.0,-34.716912,-58.281309,31.0
4085MS4610,603985,0,SEDE,4,CONURBANO,INSTITUTO NUESTRA SEÑORA DE FATIMA,CONDARCO,2489,Quilmes,11,4280-3385,1879,INSTITUTOFATIMASECUNDARIA@GMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,510.0,-34.742172,-58.271066,68.0
4085MS4611,603994,0,SEDE,4,CONURBANO,INSTITUTO NTRA.SRA.DE GUADALUPE,SAN MARTIN,260,Quilmes,11,4254-7080,1878,GUADALUPESECUNDARIA@GMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,356.0,-34.717255,-58.263348,48.0
4085MS4612,606621,0,SEDE,4,CONURBANO,INSTITUTO SAN JOSE OBRERO,CALLE 873,4518,Quilmes,11,4250-2923,1881,SECSJOSEOBRERO@GMAIL.COM,LA FLORIDA,SAN FRANCISCO SOLANO,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,754.0,-34.767125,-58.288043,101.0
4085MS4617,610975,0,SEDE,4,CONURBANO,INSTITUTO NUESTRA SEÑORA DEL PERPETUO SOCORRO,AVDA. CALCHAQUI,4949,Quilmes,11,4210-0149,1879,POLIMODAL@NSPSOCORRO.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,1750.0,-34.768291,-58.272509,234.0
4085MS4621,609384,0,SEDE,4,CONURBANO,INSTITUTO SAN JORGE,GUIDO,800,Quilmes,11,4350-7900,1878,MARIA@STGEORGE.ORG.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,336.0,-34.723595,-58.24117,45.0
4085MS5687,615561,0,SEDE,4,CONURBANO,INSTITUTO MADRE TERESA,SANTA FE E/888 Y 889,1865,Quilmes,11,4212-1257,1879,SECUNDARIAMTERESA@GMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,656.0,-34.747292,-58.324736,88.0
4085MS5714,615618,0,SEDE,4,CONURBANO,INSTITUTO SAN FELIPE BENIZI,PTE.PERON E/S. PEÑA Y V. LOPEZ,171,Quilmes,11,4224-6531/4631,1879,SECUNDARIASANFELIPE5714@GMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,481.0,-34.727825,-58.262734,64.0
4085MS5732,615574,0,SEDE,4,CONURBANO,COLEGIO STA.TERESITA DEL NIÑO JESUS,262 A,213,Quilmes,11,4216-2489,1882,SECUNDARIA.TERESEITA@GMAIL.COM,,EZPELETA,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,501.0,-34.754134,-58.234765,67.0
4085MS5733,615515,0,SEDE,4,CONURBANO,COLEGIO SAN CLEMENTE,OTAMENDI,1709,Quilmes,11,4200-1608,1879,ES.COLEGIOSANCLEMENTE@YAHOO.COM.AR,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención Total 100%,Educación Común,Nivel Secundario,352.0,-34.747966,-58.298325,47.0
4085MS6251,615914,0,SEDE,4,CONURBANO,NUEVA ESCUELA DEL SUR NIVEL SECUNDARIO,CASTRO BARROS,18,Quilmes,11,4251-8100,1876,DIRECCIONSECUNDARIA@NES.EDU.AR,,BERNAL,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,158.0,-34.711015,-58.279399,21.0
4085MS6592,615936,0,SEDE,4,CONURBANO,ESCUELA DE LA VICTORIA DE QUILMES,SARMIENTO,279,Quilmes,11,4257-7462,1878,DLVSECUNDARIA@HOTMAIL.COM,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Sin Subvención,Educación Común,Nivel Secundario,116.0,-34.715618,-58.265831,16.0
4085MS6784,619253,0,SEDE,4,CONURBANO,INSTITUTO MIGUEL CANE,CANE Y LAPRIDA,2640,Quilmes,11,4280-0521,1879,,,QUILMES,Quilmes,ESCUELA SECUNDARIA,Urbano,Privado,Privada,Subvención parcial 80%,Educación Común,Nivel Secundario,572.0,-34.751269,-58.277028,77.0
