Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad Nacional de Quilmes,Departamento de Economía y Administración,Licenciado en Gestión de Recursos Humanos y Relaciones Laborales,Grado,4.5 Años,Ingreso Directo,Roque Sáenz Peña 352 - Bernal - Buenos Aires ,(0011) 43657100,http://www.unq.edu.ar/ ,info@unq.edu.ar,Relaciones Institucionales y Humanas
Universidad Nacional de Rafaela,Secretaría Académica,Licenciado en Relaciones del Trabajo,Grado,5 Años,Consulte con la Institución,Boulevar Roca 989 - Rafaela - Santa Fé ,(003492) 501155,www.unraf.edu.ar ,rubengiorgetti@unraf.edu.ar,Relaciones Institucionales y Humanas
Universidad ISALUD,Universidad ISALUD - Área Académica,"Técnico en Salud, Alimentación y Actividad Física",Técnico Instrumental,5 Cuatrimestres,Asistencia a Curso de Ingreso o Nivelación,Venezuela 925/31 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43347766,http://www.isalud.org ,informes@isalud.edu.ar,Salud Pública
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Técnico Universitario en Salud Ambiental,Técnico Instrumental,3 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Salud Pública
Universidad Nacional del Nordeste,Facultad de Odontología,Técnico Universitario Promotor de la Salud,Técnico Instrumental,2 Años,Consulte con la Institución,Av. Libertad 5450 - Corrientes - Corrientes ,(003783) 457992,http://odn.unne.edu.ar/ ,ricardo@odn.unne.edu.ar,Salud Pública
Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,Técnico Universitario en Salvamento y Protección Ambiental,Otros Pregrados,2 Años,Exámen de Ingreso,Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,(003487) 422288,http://www.prefecturanaval.edu.ar/iupna/ ,esubingreso@prefecturanaval.gov.ar,Sanidad
Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Salud,Técnico en Salud Ambiental,Título Intermedio,2.5 Años,Ingreso Directo,Lorenzo Sartorio 2160 - Concepcion Del Uruguay - Entre Ríos ,(003442) 444000,http://www.fcs.uner.edu.ar ,extensio@fcs.uner.edu.ar,Sanidad
Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Salud,Técnico Universitario en Promoción de la Salud,Otros Pregrados,3 Años,Ingreso Directo,Lorenzo Sartorio 2160 - Concepcion Del Uruguay - Entre Ríos ,(003442) 444000,http://www.fcs.uner.edu.ar ,extensio@fcs.uner.edu.ar,Sanidad
Universidad Nacional de Jujuy,Facultad de Humanidades y Ciencias Sociales,Educador Sanitario,Título Intermedio,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Otero 262 - San Salvador De Jujuy - Jujuy ,(00388) 4221559,http://www.fhycs.unju.edu.ar/ ,orientacion@unju.edu.ar,Sanidad
Universidad Nacional de Jujuy,Facultad de Humanidades y Ciencias Sociales,Licenciado en Educación para la Salud,Grado,5.5 Años,Asistencia a Curso de Ingreso o Nivelación,Otero 262 - San Salvador De Jujuy - Jujuy ,(00388) 4221559,http://www.fhycs.unju.edu.ar/ ,orientacion@unju.edu.ar,Sanidad
Universidad Nacional del Comahue,Facultad de Ciencias del Ambiente y de la Salud,Licenciado en Saneamiento y Protección Ambiental,Grado,5 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490375,http://facIasweb.uncoma.edu.ar/ ,essaunc@uncoma.edu.ar,Sanidad
Universidad Nacional del Comahue,Facultad de Ciencias del Ambiente y de la Salud,Técnico Universitario en Saneamiento Ambiental,Técnico Instrumental,3.5 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490375,http://facIasweb.uncoma.edu.ar/ ,essaunc@uncoma.edu.ar,Sanidad
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Licenciado en Saneamiento Ambiental,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Sanidad
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Licenciado en Seguridad y Salud Ocupacional - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Sanidad
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Técnico en Saneamiento Ambiental,Título Intermedio,3 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Sanidad
Universidad Nacional de Santiago del Estero,"Facultad de Humanidades, Cs. Sociales y de la Salud",Educador Sanitario,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,(00385) 4509500,http://fhu.unse.edu.ar/ ,area.comunicacionfh@gmail.com,Sanidad
Universidad Nacional de Santiago del Estero,"Facultad de Humanidades, Cs. Sociales y de la Salud",Licenciado en Educación para la Salud,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,(00385) 4509500,http://fhu.unse.edu.ar/ ,area.comunicacionfh@gmail.com,Sanidad
Universidad Nacional de Santiago del Estero,"Facultad de Humanidades, Cs. Sociales y de la Salud",Profesor en Educación para la Salud,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,(00385) 4509500,http://fhu.unse.edu.ar/ ,area.comunicacionfh@gmail.com,Sanidad
Universidad Nacional de Tres de Febrero,Secretaría Académica,Diplomado Universitario en Enseñanza Superior en Ciencias de la Salud,Otros Pregrados,2 Años,Ingreso Directo,Valentín Gómez 4828/38 - 3 De Febrero - Buenos Aires ,(0011) 45755012,http://www.untref.edu.ar/ ,alumnos@untref.edu.ar,Sanidad
Universidad del Salvador,Complejo Educativo Nuestra Señora del Pilar,Ciclo Básico Unificado,Ciclo Básico Común,2 Años,Consulte con la Institución,Champagnat 1599 - Pilar - Buenos Aires ,(002322) 431260,www.usal.edu.ar ,uds-rect@salvador.edu.ar,Sin Disciplina
Universidad del Salvador,Facultad de Psicología y Psicopedagogía,Ciclo Básico Unificado,Ciclo Básico Común,2 Años,Consulte con la Institución,Marcelo T. de Alvear 1335 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 48139638,www.usal.edu.ar ,psicologia@usal.edu.ar,Sin Disciplina
Universidad de Palermo,Facultad de Diseño y Comunicación,Director de Arte de Cine y TV,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,Sin Disciplina
Universidad de Palermo,Facultad de Diseño y Comunicación,Técnico Creativo Publicitario,Título Intermedio,2 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,Sin Disciplina
Universidad de Palermo,Facultad de Ingeniería,Analista Universitario en Redes,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,Sin Disciplina
Universidad Nacional de La Rioja,Sede Chamical,Analista Universitario de Sistemas de Información,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Castro Barros S/Nº - Chamical - La Rioja ,(003826) 422012,www.unlar.edu.ar ,academic@unlar.edu.ar,Sin Disciplina
Universidad Nacional de las Artes,Departamento de Artes Musicales y Sonoras,Intérprete de Flauta Travesera,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda Cordoba 2445 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 49645593,www.artesmusicales.org ,departamento@artesmusicales.org,Sin Disciplina
Universidad Nacional José C. Paz,Departamento de Ciencias de la Salud y el Deporte,Técnico/a Universitario/a en Informática Aplicada a la Salud.,Otros Pregrados,3 Años,Asistencia a Curso de Ingreso o Nivelación,Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,(002320) 333288,www.unpaz.edu.ar ,depcssyd@unpaz.edu.ar,Sin Disciplina
Instituto Universitario Escuela Superior de Economía y Administración de Empresas,Sede Central,Licenciado en Ciencias Sociales con Especialización en Sociología,Grado,4 Años,Exámen de Ingreso,Uriarte 2472 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 47727243,www.eseade.edu.ar ,info@eseade.edu.ar,"Sociología, Antropología y Servicio Social"
"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",Departamento de Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,25 Mayo 544 - Correo Central - Ciudad Autonoma de Buenos Aires ,(0011) 51676500,www.iunma.edu.ar ,rectorado@iunma.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Argentina John F. Kennedy,"Facultad de Ciencias Sociales, Jurídicas y Humanas",Asistente Social,Título Intermedio,3.5 Años,Ingreso Directo,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00800) 2225366,http://www.kennedy.edu.ar/ ,info@kennedy.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Argentina John F. Kennedy,"Facultad de Ciencias Sociales, Jurídicas y Humanas",Licenciado en Servicio Social,Grado,5 Años,Ingreso Directo,Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00800) 2225366,http://www.kennedy.edu.ar/ ,info@kennedy.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Austral,Instituto de Ciencias para la Familia,Licenciado en Ciencias para la Familia - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,2 Años,Consulte con la Institución,Mariano Acosta 1611 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00230) 4387532,http://www.austral.edu.ar/familia/ ,informesicf@austral.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Austral,Instituto de Ciencias para la Familia,Técnico en Orientación Familiar -MD,Otros Pregrados,2 Años,Entrevista de Admisión,Mariano Acosta 1611 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00230) 4387532,http://www.austral.edu.ar/familia/ ,informesicf@austral.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Autónoma de Entre Ríos,"Facultad de Humanidades, Artes y Ciencias Sociales. Sede Paraná",Licenciado en Ciencias Sociales,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Justo José de Urquiza 900 - Paraná - Entre Ríos ,(00343) 4209702,http://fhaycs-uader.edu.ar/ ,comunicacion@fhaycs.uader.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Autónoma de Entre Ríos,"Facultad de Humanidades, Artes y Ciencias Sociales. Sede Paraná",Profesor en Ciencias Sociales,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Justo José de Urquiza 900 - Paraná - Entre Ríos ,(00343) 4209702,http://fhaycs-uader.edu.ar/ ,comunicacion@fhaycs.uader.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Católica de Salta,Escuela Universitaria de Trabajo Social,Licenciado en Trabajo Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n S/N - Salta - Salta ,(00387) 4268548,http://www.ucasal.net ,trabajosocial@ucasal.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Católica de Santa Fe,Facultad de Humanidades,Licenciado en Ciencias Sociales - Ciclo de Licenciatura,Ciclo de Licenciatura,1.5 Años,Consulte con la Institución,Eschagüe 7151 - Santa Fe - Santa Fé ,(00342) 4603030,http://www.ucsf.edu.ar/ ,webmaster@ucsf.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Sociología,Grado,5 Años,Ingreso Directo,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.fsoc.uba.ar ,academ@mail.fsoc.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Ingreso Directo,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.fsoc.uba.ar ,academ@mail.fsoc.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Ciencias Sociales,Profesor de Enseñanza Media y Superior en Trabajo Social,Grado,5 Años,Consulte con la Institución,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.fsoc.uba.ar ,academ@mail.fsoc.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Ciencias Sociales,"Profesor de Enseñanza Secundaria, Normal y Especial en Sociología",Grado,6 Años,Consulte con la Institución,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.fsoc.uba.ar ,academ@mail.fsoc.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Filosofía y Letras,Licenciado en Ciencias Antropológicas (Orientación Arqueológica),Grado,5 Años,Ingreso Directo,Puán 480 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.filo.uba.ar ,doeinfo@rec.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Buenos Aires,Facultad de Filosofía y Letras,Licenciado en Ciencias Antropológicas (Orientación Sociocultural),Grado,5 Años,Ingreso Directo,Puán 480 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.filo.uba.ar ,doeinfo@rec.uba.ar,"Sociología, Antropología y Servicio Social"
Universidad de Ciencias Empresariales y Sociales,Facultad de Psicología y Ciencias Sociales,Licenciado en Sociología,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 48153290,www.uces.edu.ar ,informes@uces.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Concepción del Uruguay,Centro Regional Rosario,Licenciado en Sociología,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Avenida Pellegrini 1556 - Rosario - Santa Fé ,(00341) 4484430,www.ucu.edu.ar ,informescrr@ucu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Flores,Facultad de Psicología y Ciencias Sociales,Técnico en Prevención de Drogadicción,Técnico Instrumental,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 46109300,www.uflo.edu.ar ,informes@uflo.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Flores,Facultad de Psicología y Ciencias Sociales - Subsede Comahue,Técnico en Prevención de Drogadicción,Técnico Instrumental,2 Años,Asistencia a Curso de Ingreso o Nivelación,Mengelle 8 - Cipolletti - Río Negro ,(00299) 4783388,www.uflo.edu.ar ,infocomahue@uflo.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Aconcagua,Facultad de Psicología,"Licenciado en Niñez, Adolescencia y Familia",Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Catamarca 361 - Mendoza - Mendoza ,(00261) 5201643,www.uda.edu.ar ,fpsico-sec@uda.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Museo Social Argentino,Facultad de Ciencias Humanas,Licenciado en Servicio Social,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 55307644,www.umsa.edu.ar ,admisiones@umsa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Salvador,Complejo Educativo Nuestra Señora del Pilar,Licenciado en Servicio Social,Grado,5 Años,Consulte con la Institución,Champagnat 1599 - Pilar - Buenos Aires ,(002322) 431260,www.usal.edu.ar ,uds-rect@salvador.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Salvador,Complejo Educativo Nuestra Señora del Pilar,Licenciado en Sociología,Grado,5 Años,Consulte con la Institución,Champagnat 1599 - Pilar - Buenos Aires ,(002322) 431260,www.usal.edu.ar ,uds-rect@salvador.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Salvador,Facultad de Ciencias Sociales,Licenciado en Servicio Social,Grado,5 Años,Consulte con la Institución,Tte. Gral. Juan D. Perón 1818 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43738305,www.usal.edu.ar ,sociales@usal.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad del Salvador,Facultad de Ciencias Sociales,Licenciado en Sociología,Grado,5 Años,Consulte con la Institución,Tte. Gral. Juan D. Perón 1818 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43738305,www.usal.edu.ar ,sociales@usal.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Morón,Escuela Diocesana de Servicio Social,Licenciado en Servicio Social,Grado,4 Años,Consulte con la Institución,Machado 854 - Moron - Buenos Aires ,(0011) 56272000,www.unimoron.edu.ar ,infocarreras@unimoron.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad de Palermo,Facultad de Ciencias Sociales,Licenciado en Humanidades y Ciencias Sociales,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1259 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,"Sociología, Antropología y Servicio Social"
Universidad de San Pablo T,"Instituto de Estudios Sociales, Politica y Cultura",Técnico en Desarrollo Social,Título Intermedio,3 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,eflores@uspt.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Empresarial Siglo 21,Grado,Licenciado en Sociología,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Empresarial Siglo 21,Grado,Licenciado en Sociología - MD,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Promoción Comunitaria en Niñez y Adolescencia - MD,Otros Pregrados,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Metropolitana para la Educación y el Trabajo,FACULTAD DE DESARROLLO Y GESTIÓN DE LAS ORGANIZACIONES,Licenciado en Gestión Social y de las Organizaciones,Grado,4 Años,Ingreso Directo,Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 53546669,www.umet.edu.ar ,info@umet.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional Arturo Jauretche,Instituto de Ciencias Sociales y Administración,Licenciado en Trabajo Social,Grado,5.5 Años,Asistencia a Curso de Ingreso o Nivelación,Av. San Martin 2002 - Florencio Varela - Buenos Aires ,(0011) 50879300,http://www.unaj.edu.ar/ ,info@unaj.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Avellaneda,"Departamento de Arquitectura, Diseño y Urbanismo",Técnico en Intervención Socio-Comunitaria - MD,Otros Pregrados,3 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Catamarca,Escuela de Arqueología,Licenciado en Antropología Social y Cultural,Grado,4 Años,Consulte con la Institución,Avenidad Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 425978,http://www.unca.edu.ar/ ,earqueo@arqueologia.unca.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Catamarca,Facultad de Humanidades,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avenida Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 422708,http://www.unca.edu.ar/ ,leseg@satlink.com,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Centro Regional de Educación Superior-Municipio de Deán Funes,Licenciado en Trabajo Social,Grado,5 Años,Consulte con la Institución,Municipio de Deán Funes - Rivadavia 373 - Dean Funes - Córdoba ,(003521) 15432690,www.unc.edu.ar ,cresu@deanfunes.gob.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Centro Regional de Educación Superior-Municipio de Villa Dolores,Licenciado en Trabajo Social,Grado,5 Años,Consulte con la Institución,Municipio Villa Dolore Avda. San Martín 650 - Villa Dolores - Córdoba ,(0351) 4333177,www.unc.edu.ar , ,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Facultad de Ciencias Sociales,Licenciado en Sociología,Grado,5 Años,Consulte con la Institución,Av. Valparaíso &ndash; Ciudad Univesitaria s/n - Córdoba - Córdoba ,(00351) 4334114,www.trabajosocial.unc.edu.ar-www.cea.unc.edu.ar-www.iifap.unc.edu.ar ,academica@ets.unc.edu.ar-iifap@iifap.unc.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Facultad de Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Valparaíso &ndash; Ciudad Univesitaria s/n - Córdoba - Córdoba ,(00351) 4334114,www.trabajosocial.unc.edu.ar-www.cea.unc.edu.ar-www.iifap.unc.edu.ar ,academica@ets.unc.edu.ar-iifap@iifap.unc.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Facultad de Ciencias Sociales,Licenciado en Trabajo Social - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,4 Cuatrimestres,Consulte con la Institución,Av. Valparaíso &ndash; Ciudad Univesitaria s/n - Córdoba - Córdoba ,(00351) 4334114,www.trabajosocial.unc.edu.ar-www.cea.unc.edu.ar-www.iifap.unc.edu.ar ,academica@ets.unc.edu.ar-iifap@iifap.unc.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Córdoba,Facultad de Filosofía y Humanidades,Licenciado en Antropología,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ,(00351) 4333060,www.ffyh.unc.edu.ar ,saca@ffyh.unc.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Ciencias Políticas y Sociales,Licenciado en Sociología,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494041,www.fcpys.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Ciencias Políticas y Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494041,www.fcpys.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Ciencias Políticas y Sociales,Profesor en Sociología - Ciclo de Profesorado,Ciclo de Profesorado,3 Semestres,Consulte con la Institución,Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494041,www.fcpys.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Ciencias Políticas y Sociales,Profesor en Trabajo Social - Ciclo de Profesorado,Ciclo de Profesorado,3 Semestres,Consulte con la Institución,Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494041,www.fcpys.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Derecho - Delegación Lavalle,Ciclo de Formación Básica en Ciencias Sociales,Ciclo Básico Común,1 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Dr. Moreno y Fleming Sin nro. - Lavalle - Mendoza ,(00261) 4941958, ,FD@UNCUYO.EDU.AR,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Cuyo,Facultad de Derecho - Delegación San Carlos,Ciclo de Formación Básica en Ciencias Sociales,Ciclo Básico Común,1 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ejército de los Andes y 9 de Julio Sin nro. - La Consulta - Mendoza ,(002622) 653200, ,FD@UNCUYO.EDU.AR,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Entre Ríos,Facultad de Trabajo Social,Licenciado en Trabajo Social,Grado,5 Años,Ingreso Directo,Almirante Brown 54 - Paraná - Entre Ríos ,(00343) 4234655,http://www.fts.uner.edu.ar/ ,comunicacion@fts.uner.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de General Sarmiento,Instituto del Desarrollo Humano,Licenciado en Cultura y Lenguajes Artísticos,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,(0011) 44697702,www.ungs.edu.ar ,mquereje@ungs.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Jujuy,Facultad de Humanidades y Ciencias Sociales,Auxiliar Técnico en Antropología,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Otero 262 - San Salvador De Jujuy - Jujuy ,(00388) 4221559,http://www.fhycs.unju.edu.ar/ ,orientacion@unju.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Jujuy,Facultad de Humanidades y Ciencias Sociales,Licenciado en Antropología,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Otero 262 - San Salvador De Jujuy - Jujuy ,(00388) 4221559,http://www.fhycs.unju.edu.ar/ ,orientacion@unju.edu.ar,"Sociología, Antropología y Servicio Social"
