long,lat,objectid,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_estab,nombre_abrev,telefono,email,codpost,pagina_web,nivmod,nivelmodal,depfun,de,comunas,barrio,codigo_postal,codigo_postal_argentino,areaprogra,estado,point_x,point_y,nivel,tipest,tipoesta
-58.480931094201,-34.6265564767776,2511,200612,20203000,202030,0,1,San Nicolás 588,San Nicolás 588,Centro de Formación Profesional N° 25 (sede),CFP 25 (s),4671-0010,cfpveinticinco@gmail.com,C1407,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,12.0,10.0,FLORESTA,1407,C1407DCJ,01 - HOSP ALVAREZ,1,98383.1963,100300.8731,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.3935296550966,-34.6410969746514,2512,202177,20187700,201877,0,1,Monasterio 480,Monasterio 480,Inst. Superior de Tecnicaturas para la Salud,I Sup Tecnicaturas p/Salud,4123-3160/4127-0307,tecnicosensalud@buenosaires.gob.ar,C1283,S/D,SNUCom,Nivel Superior No Universitario Común,Ministerio de Salud,5.0,4.0,PARQUE PATRICIOS,1284,C1284AEJ,05 - HOSP PENNA,1,106396.8852,98685.8146,Superior No Universitario Común,No Corresponde (Salud),(No Corresponde (Salud))
-58.4359128169074,-34.63914926583,2513,200417,20214600,202146,0,1,Cachimayo 1735,Cachimayo 1735,Centro Educativo de Nivel Secundario N° 68,CENS 68,4921-0398,deaa_cens68_de8@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,8.0,7.0,PARQUE CHACABUCO,1424,C1424ARU,06 - HOSP PIÑERO,1,102511.044,98903.7314,Secundario de Jóvenes y Adultos,Centro Educativo de Nivel Secundario,CENS (Centro Educativo de Nivel Secundario)
-58.4515899959922,-34.6642637707165,2514,202176,20159831,201598,31,1,Lacarra 3147,Lacarra 3147,Centro Educativo de Nivel Primario N° 39 - Centro Lucero,CENP 39,4672-2684,adu_centros@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,21.0,8.0,VILLA SOLDATI,1437,C1437CJI,06 - HOSP PIÑERO,1,101073.3418,96117.9444,Primario de Jóvenes y Adultos,Centro Educativo de Nivel Primario,CENP (Centro Educativo de Nivel Primario)
-58.438848732209,-34.583910705438,2515,200448,20302811,203028,11,1,Gorriti 5740,Gorriti 5740,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 23,CV Folk 23,4964-2015/4642-5554,vocacionales2010@yahoo.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,9.0,14.0,PALERMO,1414,C1414BKH,04 - HOSP FERNANDEZ,1,102243.3074,105031.6036,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.4670598780913,-34.6766596236657,2516,202178,20280200,202802,0,1,José Barros Pazos 5250,José Barros Pazos 5250,Escuela Infantil N° 08/21°,EI 08/21,4601-0922,ei8_de21@yahoo.com.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,21.0,8.0,VILLA LUGANO,1439,C1439HDV,09 - HOSP SANTOJANNI,1,99655.4405,94742.8638,Inicial Común,Escuela Infantil,EI (Escuela Infantil)
-58.4198923673038,-34.6090213379435,2517,202229,20288800,202888,0,2,Jerónimo Salguero 165,Jerónimo Salguero 165,Escuela Alamos,E Alamos,4983-1676,alamosescuela@live.com.ar,C1177,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,Dir Gral de Educación de Gestión Privada,2.0,5.0,ALMAGRO,1177,C1177AEA,03 - HOSP DURAND,1,103981.3314,102245.4267,Inicial y Primario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4458749357593,-34.6616763384283,2518,202180,20280400,202804,0,1,Pergamino 3045,Pergamino 3045,Escuela Infantil N° 12/19°,EI 12/19,4919-0177,einfantil12de19@gmail.com,C1523,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,19.0,8.0,VILLA SOLDATI,1437,C1437CBE,06 - HOSP PIÑERO,1,101597.229,96404.907,Inicial Común,Escuela Infantil,EI (Escuela Infantil)
-58.4051112634368,-34.6412891014367,2519,202179,20280300,202803,0,1,Los Patos 3004,Los Patos 3004,Escuela Infantil N° 11/05° (s),EI 11/05 (s),4912-9927,escuelainfantil11@yahoo.com.ar/dei_ei11_de5@bue.edu.ar,C1522,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,5.0,4.0,PARQUE PATRICIOS,1437,C1437JAJ,05 - HOSP PENNA,1,105335.0136,98665.1689,Inicial Común,Escuela Infantil,EI (Escuela Infantil)
-58.5112931101431,-34.6498245708216,2520,201753,20159828,201598,28,1,Avda. Emilio Castro 6351,Avda. Emilio Castro 6351,Centro Educativo de Nivel Primario N° 37 - Padre Guanella,CENP 37,4672-2684,adu_centros@yahoo.com.ar,C1408,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,20.0,9.0,LINIERS,1408,C1408IGA,09 - HOSP SANTOJANNI,1,95600.2147,97718.7288,Primario de Jóvenes y Adultos,Centro Educativo de Nivel Primario,CENP (Centro Educativo de Nivel Primario)
-58.4046572468221,-34.5948525943563,2521,202175,20159875,201598,75,1,Charcas 2659,Charcas 2659,Centro Educativo de Nivel Primario N° 38 - 57,CENP 38-57,4672-2684,adu_centros@yahoo.com.ar,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,2.0,2.0,RECOLETA,1425,C1425BMC,04 - HOSP FERNANDEZ,1,105379.6047,103816.5137,Primario de Jóvenes y Adultos,Centro Educativo de Nivel Primario,CENP (Centro Educativo de Nivel Primario)
-58.4394152184314,-34.6252690196925,2522,202447,20300000,203000,0,2,Thompson 523,Thompson 523,Desde la Cuna,Desde la Cuna,4431-5963,info@desdelacuna.com.ar,C1424,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,8.0,6.0,CABALLITO,1424,C1424ALC,03 - HOSP DURAND,1,102190.2746,100443.6001,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial)
-58.395630055989,-34.6210706763184,2523,200152,20202700,202027,0,1,Rincón 1044,Rincón 1044,Centro de Formación Profesional N° 26 (sede) - ADEF,CFP 26 (s),4942-6933,cpf_veintiseis@yahoo.com.ar,C1227,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,3.0,3.0,SAN CRISTOBAL,1227,C1227ACL,08 - HOSP RAMOS MEJIA,1,106205.7879,100907.5389,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.396220729534,-34.6154144954482,2524,201230,20279700,202797,0,2,Rincón 507,Rincón 507,Centro Educativo Infantil El Gato con Zuecos,El Gato con Zuecos,4942-9754,conzuecoselgato@gmail.com,C1227,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,3.0,3.0,BALVANERA,1227,C1227ACA,08 - HOSP RAMOS MEJIA,1,106152.0326,101535.0353,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial)
-58.3825273331216,-34.6017295884198,2525,202168,20272600,202726,0,2,Cerrito 572,Cerrito 572,Escuela Infantil Pulgarcito,EI Pulgarcito,4370-1831,escuelainfantiliaf@iaf.gov.ar,C1010,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,1.0,1.0,SAN NICOLAS,1010,C1010AAL,08 - HOSP RAMOS MEJIA,1,107409.1048,103052.2361,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial)
-58.444044380041,-34.6658012105819,2526,200860,20236333,202363,33,1,Corrales 3420 / 3450,Corrales 3450,Centro de Actividades Infantiles y Juveniles Club de Jóvenes Soldati,CAIyJ Soldati,4342-5685/2384 INT 628,clubdejovenes@buenosaires.gob.ar,C1247,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,19.0,8.0,VILLA SOLDATI,,,06 - HOSP PIÑERO,1,101764.9372,95947.2872,Otros Servicios Educativos de la modalidad Común,Centro de Actividades Infantiles y Juveniles,CAIJ (Centro de Actividades Infantiles y Juveniles)
-58.4352970185331,-34.6180469481465,2528,200427,20274203,202742,3,1,Avda. Rivadavia 4950,Avda. Rivadavia 4950,Escuela de Maestros (anexo 03),EdeM a3,4772-4028/39/3768,emaestros@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/escuelademaestros,SNUCom - OSECom,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Dirección General Escuela de Maestros,8.0,6.0,CABALLITO,1424,C1424CER,03 - HOSP DURAND,1,102568.141,101244.6759,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Escuela de Maestros,ESCM (Escuela de Maestros)
-58.4104119607356,-34.5852729893119,2529,200028,20274204,202742,4,1,Juncal 3251,Juncal 3251,Escuela de Maestros (anexo 04),EdeM a4,4772-4028/39/3768,emaestros@bue.edu.ar,C1425,http://www.buenosaires.gob.ar/educacion/escuelademaestros,SNUCom - OSECom,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Dirección General Escuela de Maestros,1.0,14.0,PALERMO,1425,C1425AYQ,04 - HOSP FERNANDEZ,1,104852.2418,104879.4974,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Escuela de Maestros,ESCM (Escuela de Maestros)
-58.4486190993431,-34.6602938315103,2530,200864,20236335,202363,35,1,Mariano Acosta 2976,Mariano Acosta 2976,Centro de Actividades Infantiles y Juveniles Club De Jóvenes Fátima,CAIyJ Fátima,4342-5685/2384INT 628,clubdejovenes@buenosaires.gob.ar,C1437,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,19.0,8.0,VILLA SOLDATI,1437,C1437CDF,06 - HOSP PIÑERO,1,101345.7141,96558.3131,Otros Servicios Educativos de la modalidad Común,Centro de Actividades Infantiles y Juveniles,CAIJ (Centro de Actividades Infantiles y Juveniles)
-58.4328766572127,-34.6481414316066,2531,200871,20236328,202363,28,1,Agustín de Vedia 2519,Agustín de Vedia 2519,Centro de Actividades Infantiles y Juveniles Club de Chicos Bajo Flores,CAIyJ Bajo Flores,4342-5685/2384INT628,clubdejovenes@buenosaires.gob.ar,C1437,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,19.0,7.0,FLORES,1437,C1437ANK,06 - HOSP PIÑERO,1,102789.1255,97906.1159,Otros Servicios Educativos de la modalidad Común,Centro de Actividades Infantiles y Juveniles,CAIJ (Centro de Actividades Infantiles y Juveniles)
-58.3904725391714,-34.61777231351,2532,202172,20279400,202794,0,1,Solís 765,Solís 765,Centro de Formación Profesional N° 32 Asociación Obrera Textil,CFP 32,4382-3597,cfp_treintaydos@yahoo.com.ar,C1078,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,3.0,1.0,MONTSERRAT,1078,C1078AAO,08 - HOSP RAMOS MEJIA,1,106679.0304,101273.1116,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.3695688180406,-34.6164155739372,2533,202174,20279500,202795,0,1,Avda. Paseo Colón 731,Avda. Paseo Colón 731,Centro de Formación Profesional N° 33,CFP 33,4331-0604,cfp33_de4@bue.edu.ar,C1063,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,4.0,1.0,SAN TELMO,1063,C1063ACH,02 - HOSP ARGERICH,1,108596.2632,101422.048,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.3876982288249,-34.5931333298649,2534,201999,20250900,202509,0,2,Uruguay 1286,Uruguay 1286,Inst. Gloria de la Mañana,I Gloria de la Mañana,4816-9558,mglory@speedy.com.ar,C1016,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,1.0,2.0,RECOLETA,1016,C1016ACF,04 - HOSP FERNANDEZ,1,106935.4962,104006.2116,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4296678407661,-34.6151645346139,2535,202197,20282300,202823,0,2,Avda. Rivadavia 4529,Avda. Rivadavia 4529,Centros de Estudios Nueva Vida,CE Nueva Vida,4982-6336,secretaria@cenv.org,C1424,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,7.0,5.0,ALMAGRO,1424,C1424CEA,03 - HOSP DURAND,1,103084.4994,101564.2776,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4489651481983,-34.6623263611281,2536,200863,20245808,202458,8,1,Martínez Castro 3061,Martínez Castro 3067,Primera Infancia Servicio Social Agustiniano,PI 08,4343-5591 INT 601/5,goprimaria@gmail.com,C1437,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,19.0,8.0,VILLA SOLDATI,1437,C1437CHE,06 - HOSP PIÑERO,1,101313.9632,96332.8401,Otros Servicios Educativos de la modalidad Común,Primera Infancia,PI (Primera Infancia)
-58.4986058581788,-34.5952156382083,2537,202206,20251100,202511,0,2,Solano López 3125,Solano López 3125,Inst. Crea-Convivencias Recrea La Educación Argentina,I Crea-Convivencias,4501-1684/4503-5366,direccion@escuelaconvivencias.com.ar,C1417,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriCom,Nivel Primario Común,Dir Gral de Educación de Gestión Privada,17.0,15.0,AGRONOMIA,1419,C1419HRE,12 - HOSP ZUBIZARRETA,1,96761.166,103777.1854,Primario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4881842561,-34.6835767233227,2538,200972,20207500,202075,0,2,"Avda. Gral. Paz 15500, Mza 3",Avda. Gral. Paz 15500 Mza 3,Centro Comunitario San Cayetano,CC San Cayetano,4638-8830,viana89@hotmail.com,C1439,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,21.0,8.0,VILLA LUGANO,1439,C1439HMN,09 - HOSP SANTOJANNI,1,97719.6743,93975.2305,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4387855555293,-34.5953056928835,2539,202199,20282400,202824,0,2,Gurruchaga 742,Gurruchaga 742,Inst. Privado de Enseñanza Integral Aaron Angel,I Priv  Aaron Angel,3535-2166,secretariabereshit@gmail.com,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,Dir Gral de Educación de Gestión Privada,9.0,15.0,VILLA CRESPO,1414,C1414DHP,03 - HOSP DURAND,1,102248.8042,103767.5214,Inicial y Primario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4515553410881,-34.5635846374042,2540,202325,20288700,202887,0,2,La Pampa 2124,La Pampa 2124,Escuela de Música de Bs. As. Sede Artística,Esc Música de Bs.As.,4780-0100,secretaria@emba.com.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,10.0,13.0,BELGRANO,1428,C1428EAL,07 - HOSP PIROVANO,1,101077.7523,107286.6327,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4130849229384,-34.5943579775971,2541,201128,20294400,202944,0,2,Billinghurst 1355,Billinghurst 1355,Colegio Nuevo Guido Spano,Nvo Guido Spano,4963-1516,info@colegioguidospano.com,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,2.0,2.0,RECOLETA,1425,C1425DTA,04 - HOSP FERNANDEZ,1,104606.5118,103871.7955,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4471576692099,-34.6482999787134,2542,202200,20282500,202825,0,2,Villa 1-11-14 Varela y Avda. Perito Moreno Mza 13 Casa 83,Villa 1-11-14 Varela y Avda. Perito Moreno Mza 13 Casa 83,Inst. Parroquial Santa María Madre del Pueblo,I Santa María Madre del Pueblo,4139-0420/15-40411058,jardinvirgendeitati@hotmail.com,C1437,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Dir Gral de Educación de Gestión Privada,19.0,7.0,FLORES,,,06 - HOSP PIÑERO,1,101479.8796,97888.8223,"Inicial, Primario y Secundario Común",Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4116090243107,-34.6396296992114,2543,202448,20300300,203003,0,2,Uspallata 3400,Uspallata 3400,Rayito de Sol II,Rayito de Sol II,4909-4195,jarinrayito2@hotmail.com,C1437,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,5.0,4.0,PARQUE PATRICIOS,1437,C1437JCP,05 - HOSP PENNA,1,104739.3613,98849.5742,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial)
-58.4067127837656,-34.582434138726,2544,201026,20221800,202218,0,2,Bulnes 2571,Bulnes 2571,Florence Nightingale,F Nightingale,4802-1913,secretariabulnes@florencenightingale.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,Dir Gral de Educación de Gestión Privada,1.0,14.0,PALERMO,1425,C1425DKS,04 - HOSP FERNANDEZ,1,105191.8025,105194.2375,Inicial Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3985201715633,-34.605813454753,2545,202191,20201002,202010,2,1,Sarmiento 2233,Sarmiento 2233,Centro Educativo Cursos Especiales - Sociedad Hebraica,CECE Hebraica,4127-2265,smadultos@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,3.0,BALVANERA,1044,C1044AAI,08 - HOSP RAMOS MEJIA,1,105941.821,102600.2486,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Cursos Especiales en Centros Educativos,CECE (Cursos Especiales en Centros Educativos)
-58.4594285116973,-34.6304386930884,2546,201567,20275200,202752,0,2,Avda. Juan Bautista Alberdi 2239,Avda. Juan Bautista Alberdi 2241,Inst. Juan Bautista Alberdi,I JB Alberdi,4637-8138,info@institutoalberdi.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,Dir Gral de Educación de Gestión Privada,11.0,7.0,FLORES,1406,C1406GRL,06 - HOSP PIÑERO,1,100354.9896,99870.3505,Secundario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3904675926015,-34.6041522398705,2547,202601,20115100,201151,0,1,Avda. Corrientes 1681,Avda. Corrientes 1681,Inst. Superior de Arte del Teatro Colón,I Sup de Arte del Teatro Colón,5030-9796 int.2004,instituto@teatrocolon.org.ar,C1042,http://www.buenosaires.gob.ar/areas/cultura/dg_ens_art/?menu_id=334,SNUCom - OSECom,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Ministerio de Cultura,1.0,1.0,SAN NICOLAS,1042,C1042AAC,08 - HOSP RAMOS MEJIA,1,106680.566,102784.0334,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,No Corresponde - Cultura,(No Corresponde - Cultura)
-58.4133766021421,-34.6252438759233,2548,202189,20281800,202818,0,2,Avda. San Juan 3392,Avda. San Juan 3392,"Inst. Terciario de Form. , Actualización, Perfecc. y Capacitación Docente ""Olga Cossettini""",ITFAPyCD Olga Cossettini,4957-2593,instituto.cossettini@gmail.com,C1233,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,6.0,5.0,BOEDO,1233,C1233ABQ,08 - HOSP RAMOS MEJIA,1,104578.0789,100445.5297,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.376949756765,-34.6498615423429,2549,200247,20065400,200654,0,1,Vieytes 1469,Vieytes 1469,Esc. Primaria Común N° 27 Manuel de Sarratea,EPjc 27,4301-1127,dep_epc27_de5@bue.edu.ar,C1275,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,5.0,4.0,BARRACAS,1275,C1275AGM,02 - HOSP ARGERICH,1,107916.1856,97712.3568,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4739280668749,-34.6233123373713,2550,202202,20274800,202748,0,2,Felipe Vallese 2953,Felipe Vallese 2953,Escuela Integral Casa de Moises,Esc Integral Casa de Moisés,4613-7802     4612-2830,direccioncasademoises@gmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriCom,Nivel Primario Común,Dir Gral de Educación de Gestión Privada,12.0,7.0,FLORES,1406,C1406FTE,01 - HOSP ALVAREZ,1,99025.3405,100660.8513,Primario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.376949756765,-34.6498615423429,2551,200247,20128300,201283,0,1,Vieytes 1469,Vieytes 1469,Esc. Primaria p/Adultos N° 27 Manuel de Sarratea,EPA 27,4301-1127,deaa_ep27_de5@bue.edu.ar,C1275,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,5.0,4.0,BARRACAS,1275,C1275AGM,02 - HOSP ARGERICH,1,107916.1856,97712.3568,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.3907044683629,-34.5974203259516,2552,202226,20281500,202815,0,1,Marcelo T. de Alvear 1650,Marcelo T. de Alvear 1650,Servicio de Educación a Distancia (SEAD),SEAD,4129-1300/02,sead@me.gov.ar,C1062,S/D,PriCom - SecCom,Nivel Primario y Secundario Común,Gobierno Nacional,1.0,2.0,RECOLETA,1060,C1060AAF,04 - HOSP FERNANDEZ,1,106659.3713,103530.8423,Primario y Secundario Común,No Corresponde - Gob Nac,(No Corresponde - Gob Nac)
-58.4363411901697,-34.5742604140177,2553,202228,20280100,202801,0,1,Avda. Cabildo 65,Avda. Cabildo 65,Servicio de Educación a Distancia  del Ejército (SEADE),SEADE,4576-5655,servicioalexterior@ejercito.mil.ar,C1426,S/D,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",Gobierno Nacional,9.0,14.0,PALERMO,1426,C1426AAA,07 - HOSP PIROVANO,1,102473.6485,106102.0809,"Inicial, Primario y Secundario Común",No Corresponde - Gob Nac,(No Corresponde - Gob Nac)
-58.4198923673038,-34.6090213379435,2554,202229,20282900,202829,0,2,Jerónimo Salguero 165,Jerónimo Salguero 165,Mio Bambino,Mio Bambino,4983-1676,miobambino@live.com.ar,C1177,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,2.0,5.0,ALMAGRO,1177,C1177AEA,03 - HOSP DURAND,1,103981.3314,102245.4267,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial)
